restaurant,cuisines,city,longitude,latitude,price,"aggregate rating"
"Lajawaab House Cafe","North Indian, South Indian, Chinese",Gurgaon,77.0607991,28.4779663,6.500,0
"Luncheon Box","North Indian",Gurgaon,0,0,1.950,0
"Modern Sweets","Mithai, Street Food",Gurgaon,77.0603242,28.4753834,1.300,0
"Radha Swami Shudh Vaishno Dhaba","North Indian",Gurgaon,77.0558517,28.488876,1.950,0
"Raju Vaishno Amritsari Dhaba","North Indian",Gurgaon,77.0598733,28.4752695,1.950,0
"Rustic Flavours","North Indian",Gurgaon,77.0605389,28.4783366,7.150,0
"VK Food Court","North Indian, Chinese",Gurgaon,77.0610258,28.4755709,5.200,0
"Domino's Pizza","Pizza, Fast Food",Gurgaon,77.0714215,28.5097704,9.100,3.3
GoGourmet,"Healthy Food, Beverages",Gurgaon,77.0716913,28.5094378,7.800,3.2
"Snack Shack",Chinese,Gurgaon,77.0714215,28.5095911,5.200,2.7
West刺ross,"Italian, Mexican",Gurgaon,77.0693827,28.510128,5.200,3.5
Fruitpro,Beverages,Gurgaon,77.0716913,28.5100652,1.950,0
"Konetto Pizza",Pizza,Gurgaon,0,0,1.950,0
Tpot,Cafe,Gurgaon,77.0712645,28.5096025,10.400,0
"Cake Desire",Bakery,Gurgaon,77.0644469,28.5029596,5.200,3
"Burger Xpress","Fast Food",Gurgaon,0,0,3.900,0
"Divine Bites",Bakery,Gurgaon,77.0622916,28.5029001,3.900,0
Interaxis,"Raw Meats, Fast Food",Gurgaon,0,0,5.200,0
"Kwality wall's swirl's","Ice Cream",Gurgaon,77.0738509,28.5101456,2.600,0
"Milan Apna Dhaba","North Indian",Gurgaon,77.0689476,28.5035524,3.900,0
"R S Foods","Mughlai, North Indian",Gurgaon,77.0696558,28.5050072,5.850,0
"Ronny Flavours","Fast Food, Beverages",Gurgaon,0,0,3.900,0
"Shahi  Chicken Corner",Mughlai,Gurgaon,77.0691386,28.5035991,3.250,0
"Behrouz Biryani",Biryani,Gurgaon,77.0541384,28.5041335,7.800,3.4
"Biryani Art","Hyderabadi, North Indian, Biryani",Gurgaon,77.0535606,28.5041041,14.300,3.3
"Daawat-e! Amritsar",Mughlai,Gurgaon,77.0646633,28.5029179,9.100,2.9
Faasos,"North Indian, Fast Food",Gurgaon,77.0538414,28.5041074,7.800,3
"Ovenstory Pizza","Pizza, Fast Food",Gurgaon,77.0540643,28.5041784,6.500,3.3
"Pizza Hut Delivery","Italian, Pizza, Fast Food",Gurgaon,77.0541569,28.504122,10.400,2.7
"Game n Grillz","North Indian, Chinese, Fast Food",Gurgaon,77.051885,28.5046578,11.050,3.6
"Hamoni Red: Play Cafe",Cafe,Gurgaon,77.0537818,28.500642,11.700,3.9
"Firangi Bake",Bakery,Gurgaon,77.054079,28.5042056,3.900,0
Indochi,"Chinese, Fast Food, North Indian",Gurgaon,77.0516126,28.5048386,3.250,0
"Kettle & Kegs",Tea,Gurgaon,77.0540696,28.5042347,2.600,0
"The Food Garage","Chinese, North Indian",Gurgaon,77.0545497,28.5041169,7.150,0
Machan,"North Indian, Chinese",Gurgaon,77.0644064,28.4664277,11.700,3.3
"Mainland China",Chinese,Gurgaon,77.0623603,28.4686372,23.400,3.3
"Pind Balluchi","North Indian, Mughlai",Gurgaon,77.0644064,28.4680413,10.400,3.4
"Sagar Ratna","South Indian, North Indian, Chinese",Gurgaon,77.0629673,28.4681718,7.800,2.7
Sasuraal,"North Indian, Mughlai",Gurgaon,77.0624277,28.4686577,18.200,3.3
"feel ALIVE","North Indian, American, Asian, Biryani",Gurgaon,77.0641366,28.4679257,15.600,4.7
Matchbox,"Continental, North Indian, Chinese",Gurgaon,77.0626075,28.4682268,19.500,4.8
Prankster,"Modern Indian, North Indian",Gurgaon,77.0633573,28.4691662,19.500,4.8
"21 Gun Salute","North Indian, Mughlai, Asian, Continental",Gurgaon,77.0631472,28.4681891,26.000,3.9
"Backyard Underground","Continental, Italian, North Indian, American",Gurgaon,77.063143,28.468337,18.200,3.5
Bikanervala,"Mithai, North Indian, South Indian, Fast Food, Street Food, Chinese",Gurgaon,77.0635969,28.4686806,7.150,3.8
"Chin Chin",Chinese,Gurgaon,77.0626975,28.4682354,19.500,3.5
"Domino's Pizza","Pizza, Fast Food",Gurgaon,77.0632194,28.4682247,9.100,3.6
Eggjactly,"American, Fast Food",Gurgaon,77.0678878,28.4685801,6.500,3.7
"Gola Sizzlers","Chinese, North Indian, Mughlai, Continental",Gurgaon,77.063417,28.4683943,19.500,3.5
"Hunter Valley","Mexican, Italian, North Indian, Chinese",Gurgaon,77.0638106,28.4673849,20.800,3.6
"Jungle Jamboree","Continental, Chinese, Thai, Mughlai, North Indian",Gurgaon,77.0640466,28.4673792,19.500,3.8
McDonald's,"Fast Food, Burger",Gurgaon,77.0632371,28.4682874,6.500,3.5
"My Bar Headquarters By Dockyard","Continental, North Indian, Chinese, European, Asian",Gurgaon,77.0644064,28.4679517,19.500,3.9
"Punjabi by Nature","North Indian",Gurgaon,77.0624277,28.4691956,19.500,3.6
"Sandys Cocktails & Kitchen","Asian, European",Gurgaon,77.0712417,28.472016,23.400,3.9
"Sense Of Spirits","North Indian, Chinese, Continental, Thai",Gurgaon,77.0633627,28.4695542,15.600,3.9
Starbucks,Cafe,Gurgaon,77.0632371,28.468377,9.100,3.7
Swagath,"North Indian, Chinese, South Indian, Seafood, Chettinad",Gurgaon,77.0628774,28.4696871,19.500,3.6
"The Old School Brew House","Continental, Burger, Pizza, North Indian, European, Finger Food",Gurgaon,77.0641949,28.467777,26.000,3.9
Barcelos,"Portuguese, African, Lebanese",Gurgaon,77.0624025,28.4691552,18.200,4
"Boombox Brewstreet","North Indian, Italian, Chinese, American",Gurgaon,77.0642265,28.4679344,20.800,4.4
"BRONX Bar Exchange","Chinese, Continental, North Indian, Mexican",Gurgaon,77.063417,28.4681254,27.300,4.1
Djinggs,"Asian, Seafood",Gurgaon,77.0642265,28.4679344,19.500,4.1
"Downtown - Diners & Living Beer Cafe","North Indian, Chinese, Italian, Continental",Gurgaon,77.0631922,28.4683279,23.400,4.4
"Drifters Cafe","Chinese, Thai, Asian",Gurgaon,77.0671046,28.471349,5.200,4.1
"Gung The Palace",Korean,Gurgaon,77.0625436,28.4685726,32.500,4.2
"Magadh and Awadh","Bihari, Lucknowi, North Indian",Gurgaon,77.0716014,28.4723195,15.600,4
Mamagoto,"Asian, Thai, Chinese",Gurgaon,77.0641366,28.4676568,20.800,4.1
"Molecule Air Bar","Continental, North Indian, Italian, Chinese",Gurgaon,77.0642265,28.4679344,19.500,4.2
Nagai,"Japanese, Sushi",Gurgaon,77.064243,28.4640533,42.900,4.3
"PitStop BrewPub","Continental, Italian, North Indian, Mughlai",Gurgaon,77.0715571,28.4621449,16.250,4.4
"The Classroom","North Indian, Italian, Parsi, Asian, Kerala",Gurgaon,77.0627425,28.4681949,15.600,4.4
bu刺no,"Healthy Food, Cafe, Desserts, Italian, Bakery",Gurgaon,77.0553395,28.4598737,8.450,3.8
"Bottles and Barrels","North Indian, Asian, Italian",Gurgaon,77.0521813,28.4606832,24.050,4
"A One Rasoi","North Indian",Gurgaon,77.0568391,28.4489745,6.500,3.1
Angeethi,"North Indian, Chinese, Mughlai",Gurgaon,77.0510698,28.4534927,5.850,2.7
"Burger Point","Burger, Fast Food",Gurgaon,77.0509079,28.4529876,3.900,2.7
"Cafe Coffee Day",Cafe,Gurgaon,77.0504568,28.4532365,5.850,3.1
"Cake Castle","Bakery, Fast Food",Gurgaon,77.0511154,28.453487,3.250,3.2
CHA,"Beverages, Fast Food",Gurgaon,77.0446703,28.4457809,2.600,3.2
"Chai Point","Tea, Fast Food",Gurgaon,77.0549336,28.4645465,2.600,2.9
"Fees - The Cloud Kitchen","North Indian, Mughlai",Gurgaon,77.0514542,28.4515538,11.050,2.9
"Food Ka Mood","North Indian, Chinese",Gurgaon,77.057398,28.4491214,6.500,3.1
"Frozen Factory","Desserts, Beverages",Gurgaon,77.0505547,28.4529016,2.600,3.1
"Goli Vada Pav No. 1","Street Food",Gurgaon,77.0510504,28.4534826,1.950,3.1
"Green Chick Chop","Raw Meats, North Indian, Fast Food",Gurgaon,77.0512923,28.4538134,4.550,3.1
Harichatni.com,"North Indian, Street Food",Gurgaon,77.0558828,28.4549152,6.500,2.9
"Kk Chaap Express","Fast Food, North Indian",Gurgaon,77.0506317,28.4527412,3.250,3.3
Latenight.in,"North Indian, Biryani, Chinese",Gurgaon,77.04479218,28.45232201,7.800,3
"Mitran Da Junction","North Indian",Gurgaon,77.051332,28.4540489,6.500,2.7
"Mogambo Kitchen","North Indian, Fast Food",Gurgaon,0,0,4.550,3.1
"Mother Ringlet","North Indian, Chinese",Gurgaon,77.0509743,28.4535417,5.850,2.5
"Sna-X Point","Fast Food, Chinese",Gurgaon,77.0569404,28.4490081,3.900,3.2
"Wow! Momo","Chinese, Tibetan",Gurgaon,77.050958,28.4534895,5.200,2.9
Yashna,"North Indian, Mughlai",Gurgaon,77.0510225,28.4530419,6.500,2.8
Twigly,"Asian, Continental, Fast Food",Gurgaon,77.0587634,28.4344744,6.500,4.5
"Bakers Oven","Bakery, Desserts",Gurgaon,77.0509348,28.4529609,7.800,3.6
"Dilli 6 On Wheels","North Indian, Chinese",Gurgaon,77.0448616,28.4457489,3.250,3.8
"La Pino'z Pizza","Pizza, Italian",Gurgaon,77.0502902,28.4530361,8.450,3.5
LeanBodyMeals,"Healthy Food, Salad, Italian, Continental",Gurgaon,77.055519,28.455681,7.800,3.9
"Om Sweets & Snacks","North Indian, South Indian, Street Food, Mithai",Gurgaon,77.050482,28.4528201,6.500,3.5
"Tasty Tweets",Bakery,Gurgaon,77.0511135,28.453446,5.200,3.9
"The Kathi Rolls","Fast Food",Gurgaon,77.0507229,28.4530322,5.200,3.5
"Bite N Sip","Fast Food, Chinese",Gurgaon,77.0572815,28.4492369,4.550,0
"Burger Joint","Fast Food",Gurgaon,77.0566033,28.4493778,3.900,0
"Dilli Light","North Indian, Chinese",Gurgaon,77.051106,28.4537774,7.800,0
"Love Desserts",Bakery,Gurgaon,77.059453,28.444784,7.800,0
"Flying Cakes",Bakery,Gurgaon,77.0571362,28.4497559,4.550,2.4
"Bikkgane Biryani","Biryani, North Indian, Hyderabadi",Gurgaon,77.0505305,28.4528047,10.400,4
Cafeast,"North Indian, Chinese",Gurgaon,77.03975882,28.4444788,6.500,3
"Yomo-Your Only Momo Outlet","Fast Food",Gurgaon,77.04963807,28.45321428,1.950,3
"Afghan Indian",Afghani,Gurgaon,77.0463325,28.4393846,6.500,0
"Al Fanoos","Afghani, North Indian",Gurgaon,77.0452895,28.4392847,11.700,0
"Alwar Sweets & Namkeen","Mithai, Street Food",Gurgaon,77.0573908,28.4495255,1.950,0
"Baskin Robbins","Ice Cream",Gurgaon,77.01766379,28.46721998,3.900,0
"Bisht Food Court","Fast Food, Chinese",Gurgaon,77.044871,28.4457028,2.600,0
"Burj Al Arab",Afghani,Gurgaon,77.0450676,28.4394628,9.100,0
"Chinese Chilli Sizllers",Chinese,Gurgaon,0,0,3.250,0
"Costa Coffee",Cafe,Gurgaon,77.04079684,28.43954754,7.800,0
"Costa Coffee",Cafe,Gurgaon,0,0,7.800,0
"Desi Bites","North Indian, Fast Food",Gurgaon,77.046147,28.4395668,5.200,0
"Fresh Food","North Indian",Gurgaon,0,0,2.600,0
"Kwality Restaurant","North Indian, Chinese",Gurgaon,77.0448877,28.4455421,5.200,0
"Kwality Wall's Swirl's","Ice Cream",Gurgaon,77.0555919,28.4433453,2.600,0
"Nehra's Food Point",Chinese,Gurgaon,77.0557718,28.4415695,4.550,0
"Orange Food Cart",Chinese,Gurgaon,77.04298183,28.43958321,2.600,0
"Royal Sweets","North Indian, Mithai, Chinese",Gurgaon,77.0449407,28.4394492,6.500,0
"Shree Annapurna","Chinese, North Indian",Gurgaon,77.04290237,28.43970173,2.600,0
"Underground Restaurant","Chinese, North Indian",Gurgaon,77.0575645,28.4440456,7.800,0
"Midnight Sutra","North Indian, Fast Food",Gurgaon,77.0906106,28.4507062,7.800,3
"Paddy's - The Grub Grill","North Indian, Chinese, Fast Food",Gurgaon,77.0859299,28.4419061,7.800,3.2
"Sugar Rush By Saiba","Bakery, Desserts",Gurgaon,77.0959808,28.4514497,5.200,4.1
"Bamboo House","Chinese, Thai",Gurgaon,77.0593066,28.4351572,7.150,3.4
"Burger Unlimited Kitchen","North Indian, Chinese, Fast Food",Gurgaon,77.0595047,28.4350181,7.800,3.2
"Cafeteria Point",Cafe,Gurgaon,77.0598728,28.4340212,6.500,3.2
"Choudhary Gohana Famous Jalebi","Mithai, Street Food",Gurgaon,77.0599779,28.4341404,2.600,3.2
"Curry N' Tandoor","Mughlai, North Indian",Gurgaon,77.0598166,28.4345074,6.500,3.2
Dawat-e-Ishq,"North Indian, Chinese",Gurgaon,77.0592634,28.4351263,7.800,3.3
"Delish Bake N Choc","Bakery, Fast Food",Gurgaon,77.0589267,28.4349266,3.250,2.9
Flavours,"North Indian, Chinese, Mughlai",Gurgaon,77.0587691,28.4345889,7.800,3.3
"Om Sweets & Snacks","North Indian, South Indian, Street Food, Mithai",Gurgaon,77.0586849,28.4347324,6.500,2.8
"Om Sweets","Mithai, North Indian, South Indian, Chinese",Gurgaon,77.0591044,28.4349952,3.900,3.2
"Raj Restaurant","North Indian, Mughlai",Gurgaon,77.0593696,28.4342048,9.100,3.1
"Tasha's Artisan Foods","Bakery, Desserts",Gurgaon,77.0593546,28.4447042,2.600,3.2
"Urban Kitchen","North Indian, Chinese, Mughlai",Gurgaon,77.0593757,28.4352128,6.500,3.2
"Nite Bites","North Indian, Chinese, Continental",Gurgaon,77.0724033,28.4471752,8.450,3.7
"Apna Dabba","North Indian",Gurgaon,0,0,2.600,0
"BiBo's Kitchen","Bengali, North Indian",Gurgaon,77.0717172,28.4418059,4.550,0
"Burger Point","Burger, Fast Food",Gurgaon,77.0597723,28.4344647,3.900,0
"Cherry Crossing Foods","North Indian",Gurgaon,0,0,3.900,0
"Chinese Fast Food",Chinese,Gurgaon,77.0732567,28.4472195,3.250,0
"Chinese Food",Chinese,Gurgaon,77.0594005,28.4446522,2.600,0
"Chop Shop","Raw Meats, Fast Food",Gurgaon,77.0591711,28.4346562,3.250,0
Dhara,"North Indian, Fast Food, South Indian",Gurgaon,77.059536,28.4446824,5.200,0
"Foody Goody","North Indian",Gurgaon,77.0679502,28.4513687,3.900,0
"Kehar Sweets And Snacks","Mithai, Street Food",Gurgaon,77.0595633,28.4346657,1.300,0
"Muskan Chicken Biryani",Biryani,Gurgaon,77.059245,28.4444633,2.600,0
"Shakes Cakes 'n' More","Bakery, Desserts",Gurgaon,77.0598983,28.4439045,1.950,0
"Shri Sai Kirpa Food","North Indian",Gurgaon,77.0740245,28.4471412,5.200,0
"Sufiya Hotel","Mughlai, North Indian",Gurgaon,77.0735754,28.4479605,3.250,0
"The Breakfast Bite","North Indian, South Indian",Gurgaon,0,0,3.900,0
"Veg Hut","North Indian",Gurgaon,77.0735393,28.447879,4.550,0
"Raj Restaurant","Chinese, North Indian, Mughlai",Gurgaon,77.0596229,28.4448577,9.100,2.4
"Burger Hut","Burger, Fast Food, Chinese",Gurgaon,77.0205232,28.4802841,3.900,2.8
"Dancing Turkeys",Continental,Gurgaon,77.0710139,28.4477683,10.400,3.3
"The Pack King","North Indian",Gurgaon,77.0689933,28.434682,5.200,0
"Bikaner Misthan Bhandar","Mithai, Street Food",Gurgaon,77.0887235,28.4317225,4.550,0
Zizo,"Lebanese, Mediterranean, Middle Eastern, Arabian",Gurgaon,77.1011865,28.4454847,20.800,3.9
"Grill King Kabab & Curries","North Indian, Chinese",Gurgaon,77.1042435,28.4372591,6.500,2.4
"Aarush - A Mediterranean Kitchen",Mediterranean,Gurgaon,0,0,7.800,3.2
"Blossoms 4 U","Bakery, Desserts",Gurgaon,77.110596,28.424109,3.900,3
Breakfast@60,"Chinese, North Indian, South Indian, Healthy Food",Gurgaon,0,0,1.560,3.1
"Bunny Burgers","Fast Food, Burger",Gurgaon,77.0991634,28.4251591,5.200,3.3
"Curry Haus","North Indian",Gurgaon,77.093894,28.420766,7.800,3.1
Droolfi,Desserts,Gurgaon,77.09959824,28.42517935,1.300,3
"Earthen Spices","North Indian, Mughlai, Chinese",Gurgaon,77.1019507,28.4213907,7.800,2.7
FatPlates,"North Indian",Gurgaon,77.1018657,28.4211708,7.800,3
Food4U!,"North Indian, Chinese, Street Food",Gurgaon,77.1362757,28.4362232,7.800,3.2
"Ghar Ki Handi","North Indian",Gurgaon,0,0,3.900,3
Giani,"Ice Cream, Desserts",Gurgaon,77.1000368,28.4255681,3.900,3.2
"Great Desserts Company","Bakery, Desserts",Gurgaon,77.0982526,28.4273124,3.900,3.3
"Green Chick Chop","Raw Meats, Fast Food",Gurgaon,77.0992983,28.4250375,4.550,2.9
"Mughlai Treat","North Indian, Mughlai",Gurgaon,77.1017259,28.421414,6.500,3.2
Munch,"North Indian, South Indian, Fast Food",Gurgaon,77.1349572,28.434589,9.100,3.1
"New Spice World","Chinese, Fast Food",Gurgaon,77.09929749,28.42516814,7.800,2.9
"Pure Bliss","North Indian, Chinese",Gurgaon,77.09992748,28.42894133,6.500,3
"Puskar Raj Momos & Chinese Corner",Chinese,Gurgaon,77.0992973,28.4252326,2.600,3
Sai-Yo!,"North Indian, Chinese",Gurgaon,77.1001525,28.4283926,8.450,3.1
"Shanghai Cafe",Chinese,Gurgaon,77.1000683,28.4285248,7.800,2.6
"The Blaze","North Indian, Chinese",Gurgaon,77.0961512,28.4180994,9.750,2.9
"Ullu Delivers","North Indian, Chinese",Gurgaon,77.0993188,28.4250399,6.500,2.8
"Yomo-Your Only Momo Outlet","Fast Food",Gurgaon,77.0994718,28.4253531,1.950,3
"Dimsum Democracy",Chinese,Gurgaon,77.10009377,28.42846486,6.500,3.6
"Midnight Hunger","Continental, North Indian",Gurgaon,0,0,5.200,3.8
"The Punjab Kitchen","North Indian",Gurgaon,77.112886,28.413665,4.550,3.9
"Too Maach","Bengali, North Indian",Gurgaon,77.1000307,28.4286826,10.400,3.5
"Apni Rasoi","North Indian",Gurgaon,77.099865,28.4252571,1.950,0
"Bala Ji Sweets Corner","Mithai, Street Food",Gurgaon,77.0992983,28.4250375,1.300,0
Barista,Cafe,Gurgaon,77.1340452,28.43675,8.450,0
"Biryani Express",Biryani,Gurgaon,77.0893173,28.4316128,3.900,0
"Cafe #22hours","North Indian, South Indian, Chinese, Healthy Food, Bakery",Gurgaon,0,0,4.550,0
"Cake Innovation","Bakery, Desserts",Gurgaon,77.134902,28.4345776,5.200,0
Chawla's?,"North Indian, Chinese",Gurgaon,77.100181,28.4287959,7.800,0
"China Gathering",Chinese,Gurgaon,77.1096659,28.4271903,7.800,0
"Chinese Hot Express",Chinese,Gurgaon,77.099568,28.4254221,2.600,0
Cookingo,"Mughlai, North Indian, Chinese",Gurgaon,0,0,4.550,0
Firefly,"North Indian",Gurgaon,0,0,3.900,0
"Foodie Xpress","North Indian",Gurgaon,0,0,2.600,0
"Go! Dimsum",Chinese,Gurgaon,77.09921435,28.42471111,1.300,0
"Kanha North & South Indian Veg.","North Indian, South Indian",Gurgaon,77.10003416,28.42890893,2.600,0
"Kings Kulfi","Ice Cream",Gurgaon,77.0999277,28.4256359,1.950,0
"Lassi Cafe","North Indian",Gurgaon,77.1420001,28.429125,3.900,0
"Marwadi Khana","North Indian, Rajasthani",Gurgaon,77.104693,28.4221468,6.500,0
Nukkadwala,"Fast Food, Street Food",Gurgaon,77.1529576,28.4319337,3.900,0
"Ravi Fast Food","Fast Food",Gurgaon,77.0990285,28.425191,1.950,0
"Shivalik Tiffin Corner","North Indian",Gurgaon,77.1072554,28.4298806,1.950,0
"Street Food By Punjab Grills","North Indian",Gurgaon,77.0997478,28.4253496,5.200,0
"Sweet Ginger Bakery",Bakery,Gurgaon,77.1345396,28.436573,6.500,0
"The Rolling Stove",Chinese,Gurgaon,77.0998491,28.425268,5.200,0
"Vijeta's Happy Kitchen","North Indian",Gurgaon,0,0,2.600,0
Chawla's?,"North Indian, Mughlai, Chinese",Gurgaon,77.0921967,28.430031,10.400,2.2
"Chy - Na Express",Chinese,Gurgaon,77.0990285,28.4249219,5.200,2.2
Kwality,"Chinese, Mughlai, North Indian",Gurgaon,77.0992084,28.4251185,8.450,2.4
"Brother's Snacks and Shakes","Fast Food",Gurgaon,77.080462,28.4297813,3.900,3.2
"Ginger Garlic",Chinese,Gurgaon,77.0904414,28.4217218,7.800,2.8
"Arabicaa 9",Lebanese,Gurgaon,77.0176107,28.467311,6.500,3.3
"Burger Xpress","Fast Food",Gurgaon,77.017531,28.4672588,3.900,3.4
"Dilli Light","North Indian, Chinese",Gurgaon,77.0190993,28.4707962,7.800,2.6
"KB's Kulfi & Icecream","Ice Cream",Gurgaon,77.0184147,28.4726717,2.600,2.8
MyLoveBiryani.Com,"North Indian, Biryani",Gurgaon,77.0155627,28.4651285,4.550,3.2
"Tandoori Adda","North Indian, Mughlai, Chinese",Gurgaon,77.0143446,28.4700416,5.850,3.2
"Tiffins 4 U","North Indian",Gurgaon,77.0148921,28.4648232,2.600,3.1
"Cafe Cup of Life","Cafe, Fast Food, Chinese",Gurgaon,77.0162592,28.4681375,7.150,3.7
"DCK- Dana Choga's Kitchen","North Indian, Mughlai",Gurgaon,77.0170336,28.4677392,10.400,3.5
"Kishu Di Hatti Sweets",Mithai,Gurgaon,77.0175244,28.4663672,1.950,3.6
"KC Bakers",Bakery,Gurgaon,77.022728,28.455974,4.550,3.2
"Sham Sweets","Mithai, Street Food",Gurgaon,77.0236993,28.4525161,2.600,2.8
"Bake Cuddle",Bakery,Gurgaon,77.0213621,28.4591855,3.250,0
Gopala,"Mithai, Street Food",Gurgaon,77.0998689,28.4658365,3.250,3.4
"Halki Aanch","North Indian, Chinese",Gurgaon,77.0997223,28.4656305,9.100,3.3
"New Sukh Sagar","Street Food",Gurgaon,77.1000176,28.465995,1.300,3.2
"Sweets Corner","Mithai, North Indian, Chinese, Street Food",Gurgaon,77.0993432,28.4658854,5.850,2.7
Minus5degree,"Desserts, Ice Cream",Gurgaon,77.0987074,28.4662158,2.600,3.6
"Qureshi's Kabab Corner","North Indian, Mughlai",Gurgaon,77.0992642,28.4661404,8.450,4
"Delicious Food Corner","North Indian",Gurgaon,77.0947125,28.4810852,5.200,0
"Firangi Bake",Bakery,Gurgaon,77.095457,28.482671,3.900,0
"Kettle & Kegs",Tea,Gurgaon,77.0954737,28.4828791,2.600,0
"The Daily","Bakery, Fast Food",Gurgaon,77.0967623,28.4834802,3.900,0
"Burger Singh","Burger, Fast Food",Gurgaon,77.03890722,28.42447847,6.500,3.4
"Captain Bill$ Deliverz","North Indian, Chinese, Fast Food",Gurgaon,77.089166,28.433455,13.000,2.5
Chaayos,"Cafe, Tea",Gurgaon,77.0447688,28.406494,5.200,3.3
"Chai Point","Tea, Fast Food",Gurgaon,77.0443061,28.4057383,2.600,3.4
"Cyber Adda 24","North Indian, Chinese, Fast Food",Gurgaon,77.0383803,28.4183524,6.500,3.3
"Desi Thaat","North Indian, Chinese",Gurgaon,77.0430886,28.4118349,5.200,3.2
Doughlicious,"Bakery, Desserts, Fast Food",Gurgaon,77.0447626,28.4064865,7.150,3.3
"Dunkin' Donuts","Burger, Desserts, Fast Food",Gurgaon,77.0392204,28.4249125,7.800,3.4
"Gulshan Dhaba","North Indian",Gurgaon,77.0276151,28.4579514,1.950,3.4
"Karari Kurry","North Indian, Chinese, Fast Food",Gurgaon,77.04253683,28.41240966,7.800,3.4
"Moti Mahal Delux","North Indian, Mughlai",Gurgaon,77.0381858,28.4268302,13.000,3.2
"Needs Gourmet","North Indian, Chinese, Italian",Gurgaon,77.0451575,28.4025286,9.750,3.1
"Rao's Meeting Point","South Indian, North Indian, Chinese",Gurgaon,77.042691,28.4118643,3.900,3.4
"Sadabahar Hotel","North Indian",Gurgaon,77.0403449,28.4157403,5.200,2.9
"Sagar Ratna","South Indian, North Indian, Chinese",Gurgaon,77.0383658,28.4209297,7.800,2.5
"Shri Ram Restaurant","North Indian, Street Food, Mithai",Gurgaon,77.0417392,28.4116153,5.200,3.1
"Shri Ram Restaurant","North Indian, Mithai, Street Food",Gurgaon,77.0409296,28.411627,5.200,2.6
Subway,"American, Fast Food, Salad, Healthy Food",Gurgaon,77.0382435,28.4184165,6.500,2.9
Subway,"American, Fast Food, Salad, Healthy Food",Gurgaon,77.0444681,28.4058183,6.500,2.9
"Sugarcraft Patisserie",Bakery,Gurgaon,77.0484858,28.4117267,10.400,3.3
"Tea Halt",Cafe,Gurgaon,77.0322081,28.4256547,6.500,2.8
"The Golden Dragon","Chinese, Seafood, Japanese",Gurgaon,77.0406597,28.4201195,19.500,2.6
"The Spice Room","North Indian, Chinese",Gurgaon,77.0452475,28.406214,17.550,3.4
"The Tongue Twister","Chinese, North Indian, Mughlai",Gurgaon,77.067268,28.266839,7.800,3.4
"56 Fresca",Italian,Gurgaon,77.0447078,28.4060723,9.750,3.7
BreakfastBay,"Healthy Food, Continental, North Indian, Salad",Gurgaon,77.04214934,28.41385572,2.600,3.5
"Cafe Maple Street","Cafe, Bakery, Desserts",Gurgaon,77.0443479,28.4058584,6.500,3.5
"Fat Lulu's","Pizza, Italian",Gurgaon,77.058018,28.434541,16.250,3.7
"Fat Monk","Chinese, Asian",Gurgaon,77.033013,28.4255696,5.200,3.9
